Type,Content,LengthContent,Has-Link,IsSpam
sms,subscribe to my channel  /watch?v=NxK32i0HkDs,45,0,1
sms, HI IM 14 YEAR RAPPER SUPPORT ME GUY AND CHECK OUT MY CHANNEL AND CHECK OUT MY SONG YOU MIGHT LIKE IT ALSO FOLLOW ME IN TWITTER @McAshim for follow back.,153,0,1
sms,Hello Brazil 😻✌💓😻👏﻿,19,0,0
sms,EMINEM the best EVER.﻿,22,0,0
sms,hey guys look im aware im spamming and it pisses people off but please take a moment to check out my music.  im a young rapper and i love to do it and i just wanna share my music with more people  just click my picture and then see if you like my stuff,252,0,1
sms,DO YOU KNOW HOW SEAN KINGSTON GOT FAMOUS WHY DON&#39;T YOU LOOK IT UP KID BEFORE YOUR SO HARD ON YOURSELF!!  IF YOU HIT ME UP WITH A MESSAGE IN MY INBOX AND SUBSCRIBE I WILL CHECK OUT YOUR CHANNEL....SOUNDS FAIR TO ME.,218,0,1
sms,Best. Song. EVER 🙌﻿,19,0,0
sms,check out eminem latest track survival if u didnt,49,0,1
sms,SUBSCRIBE TO MY CHANNEL X PLEASE!. SPARE,40,0,1
sms,Check out my videos guy! :) Hope you guys had a good laugh :D,61,0,1
sms,3 yrs ago I had a health scare but thankfully I’m okay. I realized I wasn’t living life to the fullest.  Now I’m on a mission to do EVERYTHING I’ve always wanted to do. If you found out you were going to die tomorrow would you be happy with what you’ve accomplished or would you regret not doing certain things? Sorry for spamming I’m just trying to motivate people to do the things they’ve always wanted to. If you’re bored come see what I’ve done so far! Almost 1000 subscribers and I just started!,500,0,1
sms,Rihanna looks so beautiful with red hair ;)﻿,44,0,0
sms,857.482.940 views AWESOME !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,69,0,0
sms,Nice song﻿,10,0,0
sms,I love song ﻿,13,0,0
sms,I love song ﻿,13,0,0
sms,"860,000,000 lets make it first female to reach one billion!! Share it and replay it! ﻿",86,0,0
sms,shakira is best for worldcup﻿,29,0,0
sms,The best world cup song ever!!!!﻿,33,0,0
sms,I love﻿,7,0,0
sms,SEE SOME MORE SONG OPEN GOOGLE AND TYPE Shakira GuruOfMovie﻿,60,0,1
sms,Awesome ﻿,9,0,0
sms,I like shakira..﻿,17,0,0
sms,Shakira - Waka Waka <br />LOVE THIS SONG!!!!!!!!!!!!!!!﻿,56,0,0
sms,Why so many disliked??????!!!!!!😯﻿,34,0,0
sms,I don&#39;t think this song will ever get old ﻿,47,0,0
sms,Love song﻿,10,0,0
sms,wery good﻿,10,0,0
sms,"Every time I hear this song, I think about Iniesta&#39;s goal against the Netherlands...﻿",89,0,0
sms,Whose watching this in 2015. If so hi-5﻿,40,0,0
sms,I love this song so much &lt;3<br />Keep em&#39; coming!﻿,57,0,0
sms,i love this song thumsb up to you﻿,34,0,0
sms,Waka best one﻿,14,0,0
sms,5 years later i still love this song <br />~Axy665﻿,51,0,0
sms,Like﻿,5,0,0
sms,Check out this playlist on YouTube:﻿,36,0,1
sms,Her voice sounds weird and plus she&#39;s cute for a blonde﻿,60,0,0
sms,"Why there are so many dislikes. This song is so... awesome. It sounds like we MUST STOP BE RACISTS!!! If I could, I would like it 1,000,000,000 times!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿",196,0,0
sms,Nice love itttttttt wurkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk﻿,125,0,0
sms,still watching in 2015...﻿,26,0,0
sms,Shakira is my favourite singer. Wooooo﻿,39,0,0
sms,i remember this song!,21,0,0
sms,Like﻿,5,0,0
sms,Whose who are watching this in 2015.  LIKE!﻿,44,0,0
sms,"Support the fight for your 4th amendment right to privacy in your home.  Stop the NSA spying on Americans with the un Patriot Act Renewal. Rand Paul has spent 10.5 hours on the Senate floor in a Protest and Filibuster fighting for our  Constitution that this Nation is founded on. Join the fight at Rand Paul dot com. Spread The Word. We Have Someone That Cares About Our Nation.  Email your Senators, Congress men and women, tell them to support Rand. Tell the news to support Rand too Senator Rand Paul was up until <a href=""http://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=1m00s"">1:00</a> am this passed Saturday morning fighting for our Constitution buy postponing the vote until this week. Our Constitution Matters join Rand in the fight to protect <a href=""http://it.ht"">it.ht</a> to privacy in your home and business.. Senator Rand Paul was up until <a href=""http://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=1m00s"">1:00</a> am this passed Saturday  morning fighting for our Constitution buy postponing the vote until this week. Our Constitution Matters To All Of US, Help Rand Protect It by joining the fright for it.﻿",1125,1,1
sms,best song in world﻿,19,0,0
sms,BEAUTIFUL,9,0,0
sms,Good song:-)﻿,13,0,0
sms,She&#39;s such an awesome entertainer. And pretty too! &lt;3 Shakira!﻿,70,0,0
sms,Check out this video on YouTube:﻿,33,0,1
sms,Love this song﻿,15,0,0
sms,Love this song! My soccer team made a cd for our couch with this song on it!﻿,77,0,0
sms,fave song﻿,10,0,0
sms,Watching in 2015﻿,17,0,0
sms,I felt old when I realized that this song was 5 years old...﻿,61,0,0
sms,love Shakira!﻿,14,0,0
sms,One of the best song of all the time﻿,37,0,0
sms,I really am madly in love with this woman!!﻿,44,0,0
sms,i totally love this song. absolutely fantastic! i love ya shakira!﻿,67,0,0
sms,im still watching in 2015﻿,26,0,0
sms,the song is sad﻿,16,0,0
sms,goood﻿,6,0,0
sms,The best FIFA world cup song for sure.﻿,39,0,0
sms,Nice vídeo shakira good﻿,24,0,0
sms,"coby this USL and past :<br /><a href=""http://adf.ly"">http://adf.ly</a> /1HmVtX<br />delete space after y﻿",106,1,1
sms,"see this<br /><a href=""http://adf.ly"">http://adf.ly</a> /1HmVtX﻿",64,1,1
sms,Waka waka﻿,10,0,0
sms,she is beautiful but it is not American!﻿,41,0,0
sms,Thumbs up if your watching in 2015﻿,35,0,1
sms,ILOVETHISSONG﻿,14,0,0
sms,Subscribe me please. i&#39;ll promise i&#39;ll sub back﻿,56,0,1
sms,Lamest World Cup song ever! This time FOR Africa? You mean IN Africa. It wasn&#39;t a Live Aid event or something. She made it seem like a charity case for them instead of a proud moment. Where was Ricky Martin when you needed him! SMH﻿,236,0,0
sms,My friend Sam loves this song😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊﻿,76,0,0
sms,Check out this video on YouTube:﻿,33,0,1
sms,I love you﻿,11,0,0
sms,"To help shakira become the first female to hit 1billiom views, I&#39;ve decided to watch this Video at least one a day. Everyday! Shakifans we r so close just hit the replay button !!!﻿",185,0,0
sms,ILove shakira ﻿,15,0,0
sms,It was  cool   the best   song ever  ﻿,38,0,0
sms,OMG LISTEN TO THIS ITS SOO GOOD!! :D﻿,37,0,0
sms,My uncle said he will stop smoking if this comment gets 500 likes! Please like this comment! Thanks.﻿,101,0,1
sms,nice song﻿,10,0,0
sms,waka waka﻿,10,0,0
sms,super music﻿,12,0,0
sms,How could 108k people dislike this song or video﻿,49,0,0
sms,Love it!!!!!!!!!!!!!!!!💜﻿,25,0,0
sms,I swear Shakira keeps getting more and more gorgeous! She definitely looks more gorgeous with her hair this way than super curly.﻿,130,0,0
sms,Youtube comments be like<br />This is so 5 years ago. ﻿,55,0,0
sms,it pisses me off a bit that blank space has more views (868 mio) than this. meh ﻿,81,0,0
sms,Your the best♣♥﻿,16,0,0
sms,I love you  ;p﻿,15,0,0
sms,I love  Shakira !!!!!! ❤🎵🎶🎼🎸﻿,29,0,0
sms,"This song is special, because is a song for Africa  and I am an African ﻿",73,0,0
sms,&lt;3 this song so much.SHAKIRA YOUR A REALLY GOOD ARTIST.﻿,59,0,0
sms,I love shakira<br />❤❤❤❤﻿,25,0,0
sms,"Definitley the song for 2010 when im not listening to gypsy SHAKIRA ROCKS<br /><span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/101721377578919894134"" oid=""101721377578919894134"">shakiraVEVO</a></span>﻿",270,1,1
sms,I remember that torunament like it was today.﻿,46,0,0
sms,Thank you. Please give your email. ﻿,36,0,1
sms,beautiful﻿,10,0,0
sms,Like﻿,5,0,0
sms,"Shakira you are so beautiful. You are lovely, lively.. We love you.﻿",68,0,0
sms,GREAT!!!﻿,9,0,0
sms,Best World Cup Song﻿,20,0,0
sms,Fuck it was the best ever 0687119038 nummber of patrik kluivert his son share !﻿,80,0,1
sms,This song is so beauty,22,0,0
sms,I heard this when I was only 6 years old and I still love it﻿,61,0,0
sms,nice song﻿,10,0,0
sms,waka waka:-):-):-)﻿,19,0,0
sms,Oh my god go to 1 billion of replay i love shakira﻿,51,0,0
sms,i love her﻿,11,0,0
sms,I love this song &amp;I love shakira&lt;333♡♡♡♡♡♡♡♡♡♡♡《33☆☆☆﻿,61,0,0
sms,Yea stil the best WK song ever<br />Thumbs up of you think the same<br />﻿,74,0,1
sms,I liked<br />﻿,14,0,0
sms,I like this song ﻿,18,0,0
sms,i like it :)﻿,13,0,0
sms,Waka waka !!!﻿,14,0,0
sms,Amazing song﻿,13,0,0
sms,Cool song ﻿,11,0,0
sms,i love u  shakira﻿,18,0,0
sms,Waka waka ﻿,11,0,0
sms,this song sucks﻿,16,0,0
sms,Lol I love this song﻿,21,0,0
sms,Shakira﻿,8,0,0
sms,Subscribe my channel  I RECORDING FIFA 15 GOALS WATCH NOW :D﻿,61,0,1
sms,Wow...5 years<br />﻿,20,0,0
sms,subscribe to me and I wil subscribe to you back﻿,48,0,1
sms,You best singer﻿,16,0,0
sms,5 years soon!﻿,14,0,0
sms,Like﻿,5,0,0
sms,Wanderfol is love or miusic﻿,28,0,0
sms,waka waka﻿,10,0,0
sms,BEST SONG EVER X3333333333﻿,27,0,0
sms,"Very pleasant to hear, haha, good.﻿",35,0,0
sms,love!!!!﻿,9,0,0
sms,wow,3,0,0
sms,Waka waka eh eh﻿,16,0,0
sms,Cutie girl and beautiful song,29,0,0
sms,Love you shkira﻿,16,0,0
sms,"I believe that soccer promotes terrorism. Bad choice, Shakira.﻿",63,0,0
sms,I loved this song when I was in my teenage years!﻿,50,0,0
sms,Lip synch is terrible﻿,22,0,0
sms,"Shakira is different :) She is so happy all the time and she is spending for Africa :)<br />She can dance , sing and she speaks 4 languages﻿",140,0,0
sms,Gusttavo Lima Você não me conhece <br />Check out﻿,50,0,1
sms,Best world cup offical song﻿,28,0,0
sms,5 years ago damn ﻿,18,0,0
sms,Very nice,9,0,0
sms,"Help shakira&#39;s waka waka be the first song by a female artist to reach 1 billion views.<br />(dark horse is ahead by roughly 100 million more views, and roar has only 50 million more views)<br /><a href=""https://www.youtube.com/watch?v=pRpeEdMmmQ0"">https://www.youtube.com/watch?v=pRpeEdMmmQ0</a>﻿",301,1,1
sms,like me﻿,8,0,0
sms,SHAKIRA SONG WAKA WAKA﻿,23,0,0
sms,So underrated better<br />Than  Katy perry :/ but in not saying Katy is bad but she has no meaning to her songs. Shakira has<br />Meaningful songs these are the songs which bring memories and vibe&#39;s. I will miss it.   <br />   ﻿,232,0,0
sms,I love this song and expect the World Cup .﻿,44,0,0
sms,Good times ...﻿,15,0,0
sms,"It makes me happy instantly, and makes me forgot everything bad happening!﻿",75,0,0
sms,Love this song so much! One of my faves! Xxx﻿,45,0,0
sms,"Hi, nice song Shakira! (Sorry for bad Brazilian)﻿",49,0,0
sms,BEST SONG! GO SHAKI :D﻿,23,0,0
sms,THIS IS SHIT AND SOOOOO AUTOTUNED﻿,34,0,0
sms,....I stil lisening this :)﻿,28,0,0
sms,sexy shakira﻿,13,0,0
sms,I love you Shakiria!!!!!!﻿,26,0,0
sms,Me and my aunt love this song!!!!!﻿,35,0,0
sms,I subscribed it<br />﻿,22,0,1
sms,Check out this playlist on YouTube<br />﻿,41,0,1
sms,Top three Shakira songs (my choice) <br /><br />1- Waka Waka (it&#39;s time for Africa)<br /><br />2- Can&#39;t remember to forget you <br /><br />3- Empire<br /><br />Like this comment if u like Shakira ﻿,205,0,1
sms,Check out this video on YouTube:﻿,33,0,1
sms,Check out this playlist on YouTube:Central ﻿,44,0,1
sms,"If you could take time &amp; spare a min to read this, then thank you. <br /><br />Im a rapper, if we&#39;re gonna be honest theres thousands maybe even millions<br /><br />of those in the world but not too many with ambition, dedication &amp; passion.<br /><br />I don&#39;t have money for huge YouTube advertisements or incredible music videos<br /><br />so all im left with is comments to expose my music.<br /><br />If you could take a moment and give me a chance ill make you a believer<br /><br />I would love? nothing more than a loyal following on YouTube. For anyone who <br /><br />Reads this could you press the &quot;THUMBS UP&quot;  others will see it.<br /><br />Doing so will help me push closer to my dream :) Thank You﻿",736,0,1
sms,please visit my channel﻿,24,0,1
sms,Pleas subscribe my channel GamezZMTA﻿,37,0,1
sms,Pleas subscribe my channel﻿,27,0,1
sms,Pleas subscribe GamezZ MTA my channel<br />﻿,44,0,1
sms,"cool song check out my animal trafficking petition.<br /><a href=""http://www.thepetitionsite.com/387/433/550/stop-animal-trafficking/?cid=headerClick"">http://www.thepetitionsite.com/387/433/550/stop-animal-trafficking/?cid=headerClick</a>﻿",239,1,1
sms,Check out this video on YouTube: ﻿,34,0,1
sms,Subscribe and Win a CAP<br />       ☆☆☆☆☆﻿,42,0,1
sms,Check out this playlist on YouTube:﻿,36,0,1
sms,Hey guys love this but check out this girl name cause she knows how to dance so search up ej ba dancing.﻿,105,0,1
sms,"if you want to win money at hopme click here <a href=""https://www.paidverts.com/ref/sihaam01"">https://www.paidverts.com/ref/sihaam01</a> it&#39;s work 100/100﻿",159,1,1
sms,i am from Brazil please subscribe my channel love you all﻿,58,0,1
sms,Could Spanish people understand this?<br /><br />Any way&#39;s I how you doing subscribe to me I brake things<br /><br />-_-﻿,125,0,1
sms,PLEASSSSSSSSSSSSSSSS SUBSCRIBEEEEEEEEEE MY CHANNNNNNELLL PLZZ﻿,62,0,1
sms,Check out this video on YouTube:﻿,33,0,1
sms,"New way to make money easily and spending 20 minutes daily --&gt; <a href=""https://www.paidverts.com/ref/Marius1533"">https://www.paidverts.com/ref/Marius1533</a>﻿",162,1,1
sms,There are beautiful songs please subscribe﻿,43,0,1
sms,Can this channel get 500+ subscribers? You can make that happen :D﻿,67,0,1
sms,"I really love watching football and also I’ve started off making income with out financial risk from acquiring bonus deals. It’s this weird technique where you wager on something with one bookmakers and bet against it on Betfair. You secure the bonus as income . A chap named Jim Vanstone is finding the wagers free on his own website Vanstone Secrets (Google it!). I’ve made about 500 quid thus far. And it is cost-free. I guess the bookies pay him to obtain new consumers, yet this actually works.",499,0,1
sms,and how many subscribers compared to her over a million,55,0,1
sms,"I absolutely adore watching football plus I’ve started earning income with out risk from claiming bonus deals. It’s a weird technique where you put money on something with one bookmakers and put money against it on Betfair. You acquire the bonus as income . A lad named Jim Vanstone is selecting the wagers free on his website Vanstone Secrets (Google it!). I have generated about 600 quid so far. And it’s free. I assume the bookmakers pay him to get new men and women, but it succeeds.",487,0,1
sms,hahahahah ♥♥♥♥ :D like vines ?  Subscribe to me for daily vines,63,0,1
sms,"Hi there, have you heard about DribbleProShot? Just do a search on Google. On their web site you can watch a smart free video featuring the best way to significantly boost your football aka soccer skills in no time... It turned Nick into a much better football or soccer player...His team mates were definitily amazed! I hope it will help you also...",350,0,1
sms,"Hey, have you tried &quot;DribblePROshot&quot; yet? Just do a search on Google. On their website you will find a useful free video demonstrating the right way to enormously improve your soccer or football skills in no time... It transformed Fausto into a substantially better football/soccer player...to the amazement of his team mates. Hopefully it works for you too.",368,0,1
sms,"Still amazing this song!! I did a French Kpop Parody. Please come on my Channel to watch it. Share, suscribe, comment Thanks",124,0,1
sms, subscribe to my feed,21,0,1
sms,:D subscribe to me for daily vines,34,0,1
sms,"Hey guys whats up? I found this app that lets you get free gift card vouchers like psn cards,X-box live cards and even amazon gift cards. For free! All you have to do is  simply just download the app from the app store. It is called juno wallet. All you have to do is just sign up for the app and then complete a few surveys or just download some other free apps and you get money like 10 cents. Also, if you type in the code IM2458444. You will also start off with $0.25 free!! ",479,0,1
sms,"You guys should check out this EXTRAORDINARY website called FIREPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at FIREPA.COM !   Visit FIREPA.COM and check it out!   Lake   . Duzafizz . Singlewave . Spourmo . Burder . Colorful . Claster . Incandescent . Ambitious . Winooze . Absorbing . Macabre . Crestboot . Boxium . Womanly . Tan . Ybuwyn . Forgetful . Pepelexa . Zealous",444,0,1
sms,Waka Waka!:D   Check out my new HALLOWEEN VIDEO!:),50,0,1
sms,we are 14 year old boys we are trying to enter in the music industry Maybe we are just a dreamers but we are not the? only one. Please give us one chance to prove ourself to you. we know these things are annoying as hell we are sorry? about that. But we do anything to get music heard. Please visit our channel subscribe if you like and thumb this comment up so everyone can see we have made a song called: I Wanna Play A Game please take a look on our channel Thankss!!!,471,0,1
sms, plz i wilsubscribe me frndzzl subscribe u back,47,0,1
sms,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  Why does the fragile swim enlist the person? How does the ice audit the frequent son? The fantastic chance describes the rate.",364,0,1
sms,SUBSCRIBE ME AND I REQUITE,26,0,1
sms,"Stop Wasting Up Your Time and  Get Paid To Mess Around On Facebook And Twitter!  GET PAID UPTO $25 to $35 AN HOUR... Only at 4NetJobs.com  Work from the Comfort of your Home... We are Currently Hiring People from all Over the World,  For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube.  You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately!  You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com",478,0,1
sms,I love this!!!!! This is one of my fave songs now and I just subscribed :) :) :),80,0,1
sms,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at ZONEPA.COM !   Visit Zonepa.com and check it out!  Why does the statement conciliate the acidic stretch? The earth recognizes the money. When does the numberless number transport the trade?",373,0,1
sms,How To Make A Lot Of Money Fast,31,0,1
sms,visit &quot; ww estiloproduction com &quot; best website to make money,70,0,1
sms,Message :   GTA V  $20  FIFA 14 $15  PS4  $200  Galaxy S4 mini $250  Ipad 4   $200  visit the site hh.nl,104,0,1
sms,"Stop Wasting Up Your Time and  Get Paid To Mess Around On Facebook And Twitter!  GET PAID UPTO $25 to $35 AN HOUR... Only at 4NetJobs.com  Work from the Comfort of your Home... We are Currently Hiring People from all Over the World,  For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube.  You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately!  You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com",478,0,1
sms,Being paid to respond to fast paid surveys from home has enabled me to give up working and make more than 4500 bucks monthly.  To read more go to this web site bit.ly\1bSefQe,174,0,1
sms,"Hello Guys...I Found a Way to Make Money Online You Can Get Paid To Mess Around On Facebook And Twitter! GET PAID UPTO $25 to $35 AN HOUR...Only at 4NetJobs.com Work from the Comfort of your Home... They are Currently Hiring People from all Over the World, For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately! You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com",498,0,1
sms,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! The meat discusss the successful memory. How does the peaceful unit arbitrate the guide? The addition designs the worried loss.",355,0,1
sms,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! How does the mother approve the axiomatic insurance? The fear appoints the roll. When does the space prepare the historical shame?",358,0,1
sms,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! The plausible summer submits the behavior. When does the grass check the peaceful seat? The country strategizes the edge.",349,0,1
sms,Check out my channel :),23,0,1
sms,subscribe  my,13,0,1
sms,"Hello Guys...I Found a Way to Make Money Online You Can Get Paid To Mess Around On Facebook And Twitter! GET PAID UPTO $25 to $35 AN HOUR...Only at 4NetJobs.com Work from the Comfort of your Home... They are Currently Hiring People from all Over the World, For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately! You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com",498,0,1
sms,Please visit this Website: oldchat.tk,37,0,1
sms,Please visit this Website: oldchat.tk,37,0,1
sms,"Hello everyone my name&#39;s Anderson and i&#39;m a singer. not expecting to buy subscribers with words BUT to gain them with my voice. I might not be the best but my voice is different (in a good way) and i&#39;ll work harder than anyone out there to get better, &#39;cuz &quot;yeah&quot; i have a dream  a HUGE one, (who doesn&#39;t?) so please take 3 minutes of your time to check out my covers. Give me a chance you won&#39;t regret it If you feel like subscribing that&#39;d be awesome and it&#39;d mean the world to me THANK YOU SO MUCH",542,0,1
sms,Check Out Daneja Good Girl,26,0,1
sms,"Hello Guys...I Found a Way to Make Money Online You Can Get Paid To Mess Around On Facebook And Twitter! GET PAID UPTO $25 to $35 AN HOUR...Only at 4NetJobs.com Work from the Comfort of your Home... They are Currently Hiring People from all Over the World, For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately! You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com",498,0,1
sms,Subscribe to my Youtube Channel!! :) Suscribite a mi canal de Youtube -WhatUKnow,80,0,1
sms,Check out my bass cover of hips don&#39;t lie by shakira!,57,0,1
sms,Subscribe to my channel :)  &lt;3,33,0,1
sms,The britishs called that soccer but you know the true word is football and the US Foot is called rugby. That works like that in EUW ( Germany/ Netherland/ France/ Portugal/ Belgium/ Spain/ ... ) Just because the Britishs don&#39;t agree to be like us because they are UNIQUE. That&#39;s the reason why they also refused to have euro (€) as money,345,0,1
sms,subscribe now!!!!!! love the song!!!!!! love football!!!,56,0,1
sms,so beutiful,11,0,0
sms,so beutiful,11,0,0
sms,She&#39;s so pretty,19,0,0
sms,I like,6,0,0
sms,She is perfect,14,0,0
sms,1 753 682 421 GANGNAM STYLE ^^,30,0,1
sms,Your a fucking bitch,20,0,0
sms,this song is racist,19,0,0
sms,Where are Shakifans?,20,0,0
sms,like!!!!!,9,0,0
sms,I want new song,15,0,0
sms,Shakira is perfect,18,0,0
sms,Shakira :-*,11,0,0
sms,I remember this :D,18,0,0
sms,Waka waka,9,0,0
sms,This makes me miss the world cup,32,0,0
sms,best song eva,13,0,0
sms,I love it,9,0,0
sms,"Believe that Jesus Christ is your savior for all your sins. If you truly believe in Jesus Christ to be your savior for all your sins then you will go to Heaven. If you believe in Jesus Christ then you are saved and you are in salvation and you have gained God’s righteousness. It matters not how much you have sinned in the past, in the present and especially in the future. Believe that Jesus Christ is your savior and you will go to Heaven forever and that is the whole truth. Spread the truth. ",497,0,1
sms,"  Perhaps you have seen the newest Miley Cyrus SECRET video ?   She&#39;s sucking an old man&#39;s cock ,  If you wish to see her , check out the celebrity website beneath :   miley-secret-video.co.uk ",201,0,1
sms,"  Haha , Miley Cyrus has done it once again  Today someone leeched a porno video with her on a celeb site   I believe the website link is : miley-celeb-news.co.uk in case you want to view it.... ",195,0,1
sms," I really can&#39;t comprehend Miley Cyrus , she actually is a high profile and she tapes herself banging Today a video was leeched with her sucking and fucking The video has been posted at the celebrity website under :  miley-celeb-news.co.uk ",244,0,1
sms,her voice is so wow!,20,0,0
sms,Shakira :-*,11,0,0
sms,:),2,0,0
sms,wow,3,0,0
sms,I love you,10,0,0
sms,i like and love so much people all friends..... I love Shakira ^^,65,0,0
sms,:),2,0,0
sms,Shakira I love you,18,0,0
sms,beautiful,9,0,0
sms,Shakira is very beautiful,25,0,0
sms,She is good,11,0,0
sms,God she is so hot,17,0,0
sms,She is perfect! &lt;3,21,0,0
sms,Wow,3,0,0
sms,Shakira voice sound spanish but that is what make the music sound amazing ♥I LOVE IT,84,0,0
sms,CHECK OUT DANEJA GOOD GIRL,26,0,1
sms,Check out my covers please!,27,0,1
sms,"Hey Music Fans I really appreciate any of you who will take the time to read this, and check my music out! I&#39;m just a 15 year old boy DREAMING of being a successful MUSICIAN in the music world. I do lots of covers, and piano covers. But I don&#39;t have money to advertise. A simple thumbs up to my comment, a comment on my videos or a SUBSCRIPTION would be a step forward! It will only be a few seconds of your life that you won&#39;t regret!!! Thank u to all the people who just give me a chance! :) ",506,0,1
sms,"Echa un vistazo a la remezcla! / Check out the remix!  MILEY CYRUS - WRECKING BALL (THE HOUSE OF EDM REMIX)  MILEY CYRUS - WRECKING BALL (VINCENT T. REMIX)  ...click, enlace, suscríbase! / ...click, link, subscribe!",215,0,1
sms,Hey check out our new musicvideo &#39;&#39;Life&#39;s a celebration&#39;&#39; Peace !,85,0,1
sms,Hi. Check out and share our songs.,34,0,1
sms,Subscribe &amp; Like /watch?v=5tu9gN1l310,41,0,1
sms,/watch?v=Dtqcftr1Fac JUSTIEN BIEBER CAR 2013. LIKE&amp;SUBSCRIBE,64,0,1
sms,check out our bands page on youtube killtheclockhd - check out some of our original songs including &quot;your disguise&quot;,125,0,1
sms,HI! CHECK OUT OUR AWESOME COVERS! AND SAY WHAT YOU THINK!,57,0,1
sms,"I hope everyone is in good spirits I&#39;m a hard working student who&#39;s also a passionate singer I look foward to the day when I can make my own music to share But for now I&#39;ve just been doing covers. Check out my channel, I&#39;ve done Covers of Miley Cyrus, Imagine Dragons, Lana Del Rey, Drake, Macklemore, Pink and countless others.  Subscribe only if you want to. My goal isn&#39;t to become famous but to  inspire FYI this isn&#39;t spamming, everyone has a right to freedom of speech. Thanks ",507,0,1
sms,please visit our web: wellcomemd.blogfa.com,43,0,1
sms,PLEASE CHECK OUT MY VIDEO CALLED &quot;WE LOVE MIND MASTER IT&quot; THANKS,74,0,1
sms,She is perfect,14,0,0
sms,ｈｔｔｐ://ｗｗｗ.ｅｂａｙ.ｃｏｍ/ｕｓｒ/ｓｈｏｅｃｏｌｌｅｃｔｏｒ314,40,0,1
sms,Beautiful song beautiful girl it works,38,0,0
sms,Shakira :-*,11,0,0
sms,OMG LOVE THIS!,14,0,0
sms,Ouf Ouf OUFFFFFFFFFFFFFFFFFF!!!!!!!! :),39,0,0
sms,awesome,7,0,0
sms,cool,4,0,0
sms,This Song will never get old,28,0,0
sms,I always have goose bumps at that part,38,0,0
sms,Love it,7,0,0
sms,I love this song,16,0,0
sms,"I want to see Shakira, not football :)",38,0,0
sms,good!!,6,0,0
sms,Recommend:  Apple iPad 4th Gen 32GB Unlocked Wi-Fi+4G 9.7in White Price:$390  Apple iPhone 5 (Latest Model) - 32GB - Black Price:$385  Samsung Galaxy S4 S IV 4 with 16GB New White Price:$360  Sony 60-inch 3D LED HDTV Price:$510  All-in-One PCs: Apple MacBook Pro: Apple MacBook Air Price:$320  Camera :Nikon D90 SLR Camera /18-55mm /55-200mm 32GB  Price:$390   Ultrabooks: SONY VAIO Pro 13 Intel Core i5 4GB 128GB Price:$515  +++++++++++++++    Purchase online Website is:  Taaee.com,483,0,1
